term,genes,logFC_TR,source,weight,Direction-50.0%,Activation State-50.0%,Direction-66.0%,Activation State-66.0%,Direction-75.0%,Activation State-75.0%
Htt,Mobp;Eef1a2;Ppard;Gpm6a;Mprip;Cttn;Sncb;Ppp1r1a;Dbp;Gpx3;Cacna2d3;Bcl3;Spp1;Dhcr7;Kcnc3;Fgfr1;Timp3;C1ql1;Ephx2;Serping1;Nsg2;Cnr1;Eef1a1;Serpina3m;Sqstm1;Mog;Usp54;Tmem35a;Fxyd6;Kcna1;Col16a1;Ndufa11;Mustn1;Hap1;Gbp5;Arpc1b;Gnb5;Ednrb;Col4a2;Cyc1;Nrep;Cdkn1a;Ppp1r1b;Gria1;Atl2;Enpp2;Junb;Mt1;Prkcd;Fos;Psmb8;Tuba4a;Slc7a10;Gap43;Dnm1;Ndufs7;Tgm2;Etnppl;Fabp7;Eci1;Sirpa;Lao1;Nrip3;Rph3a;Tagln3;Thrsp,0,IPA;Chea,0.089430894,+,0.590909091,=,0,=,0
Irf1,Ifit3;Tmem140;Cybb;Gbp2;Timp3;Psmb10;Cxcl10;Ifitm3;Ifit2;Eif2ak2;Irf9;Stat3;Bst2;E2f5;Ifi47;Stat1;Irf1;Xaf1;Amot;Wls;Sdc2;Psmb8;Rsad2;Cdkn1a;Parp3;Ifit1;Dusp4;Mdk;Znfx1;Tapbp;Rhoj;Irf7,4.837972416,IPA;Chea,0.043360434,+,0.8125,+,0.8125,+,0.8125
Irf7,Irgm1;Ifit3;Psmb10;Cxcl10;Ifitm3;Ifit2;Irf9;Zc3hav1;Igtp;Cmpk2;Atf4;Ifi47;Gbp5;Stat1;Irf1;Xaf1;Bcl2l1;Rtp4;Mcl1;Psmb8;Rsad2;Oasl2;Usp18;Irf7,4.644115157,IPA,0.032520325,+,1,+,1,+,1
Irf9,Ifit3;Stat1;Ifitm3;Cxcl10;Irf1;Socs3;Ifit2;Irf7,1.806657015,IPA,0.010840108,+,1,+,1,+,1
Jun,Rbm3;Ndst1;Mprip;Cttn;Tspan6;Cmtm5;Rlbp1;Egln2;Sbds;Map1lc3b;Ptprn;Txndc5;Hadh;Trim9;Ctdsp2;Plod2;Senp8;Bcs1l;Alpl;Akap13;Shisa9;Sel1l3;Plce1;Carhsp1;Fth1;Rdh12;Zyx;Anapc16;Cldn10;Klc3;Nfkbiz;Rfx3;Slc39a10;Col1a1;Cd34;Paqr7;Arhgap21;Slc38a3;Ddost;Col16a1;S100a6;Ezr;S100a11;Lgals9;Slc13a3;Ahnak;Mpz;Slc30a1;Lrig1;Lrrc8a;Tpm3;Tnfrsf12a;Lrg1;Timp1;Cyc1;Atp6v1a;Sun2;Flnc;Asna1;Gadd45b;Rsad2;Myl12a;Samd14;Adi1;Rpl41;Adamts1;Usp18;Tspyl1;Cdc42ep1;Fam129b;Nrip3;Gjb2;Hmgn1;Akap2;Adcy2;Lamc1;Sbsn;Btbd1;Pltp;Kank1;Ifit3;Ldha;Brd2;Icam1;Them4;Cltb;Echdc3;Laptm4a;Bcl3;Vldlr;Fbxo31;Cyr61;Cd14;Prkag2;Asxl1;Cebpd;Ablim2;Chchd3;Mylk;Ccnd2;Ndufa13;Tmco1;Cnr1;Capn2;Ahcyl1;Lpar1;Zfp869;Amt;Nudt4;Ndufa11;Vim;Fbln5;Mat2a;Clcf1;Coq7;Rhobtb3;Rnf7;Tspan3;Apoh;Mapk3;Amot;Mbnl2;Gja1;Pgm5;Pygb;Il13ra1;Macf1;Plekhm2;Mcl1;Capn5;Gbp3;Cdkn1a;Abl1;Etl4;Junb;Insig1;Atl2;Clec3b;Dctd;Fos;Tmc7;Amigo2;Endou;Rhoj;Ralgds;Sfxn1;Stim1;Pigs;Fnta;Atp5g1;Padi2;Lgals3;Mia2;Camk2n1;Mafk;Sfxn5;Cd109;Chst2;Kif5c;Dhrs7b;Taldo1;Gbp2;Myo6;Fjx1;Ifi27;Aplnr;Tinagl1;Slc43a3;Ampd3;Ephx2;Cxcl10;Slc14a2;Larp1b;Hspb6;Tnfrsf1a;Ppp1r15a;Eef1a1;Mbp;Nit1;Tom1;Ntsr2;9-sep;Vdac2;Camta1;Tmem147;Commd10;Igfbp4;Stat1;Fcgr2b;Txndc15;Cavin1;Gsta4;Jam2;Cops6;Drp2;Col4a2;Rnf10;Tgm1;9530068e07rik;Ppp1r1b;Tmed2;Ndufv2;Mlh3;Synpo;Cadm3;Cdc37l1;Tmem205;Ifit1;Calm1;Socs3;Hdac7;Pnpo;Znfx1;Fabp7;Angptl4;Vamp1;Sox2;Ptprd;Gabarapl1;Sv2b;Ppard;Tnfaip6;Ak4;Chid1;Hspb1;Gab2;Sncb;Slc6a8;Tmem9b;Sorbs1;Rnps1;Gfra1;Dbp;Spp1;Mrpl41;Pllp;Smox;Fndc5;Timp3;Map7d1;Tmem135;Eps15;Ehd3;Ctnna2;Sult1a1;Sat1;Stat3;Fam126a;Sqstm1;Zc3hav1;Rarg;Erp29;Wfs1;Fxyd6;Ramp1;Hlf;Tm9sf3;Neat1;Slc5a3;Col23a1;Ifrd1;Aqp4;Slc39a1;Spcs2;Triobp;Fads2;Tuba4a;Gap43;Rpl4;Maff;Farp1;Steap3;Adcyap1r1;Fyco1;Emp2,0,IPA;JASPAR-TRANSFAC;Chea,0.372628726,+,0.581818182,=,0,=,0
Junb,Junb;Timp3;Fbln5;Lcn2;Fth1;Bcl3;Pnpla2;Col1a1;Timp1;Lpar1,4.593550256,IPA,0.013550136,+,0.7,+,0.7,=,0
Klf2,Junb;Mvp;Apln;Timp1;Aplnr;Adam15;S1pr1;Stat1;Fos;Plod2;Socs3;Bcl3;Tpt1;Serpina3n;Pros1;Cdkn1a;Sox2,0,IPA;Chea,0.02303523,+,0.764705882,+,0.764705882,+,0.764705882
Klf4,Rbm3;4-sep;Egln2;Ptprn;Cdo1;Spen;Bcs1l;Sel1l3;Fth1;Col1a1;Msx1;Arhgap21;Tnr;S100a6;Eif1;S100a11;Slc13a3;Trim8;Ahnak;Mpz;Slc30a1;Cyc1;Oasl2;Tns2;Myl12a;Metrn;Them4;Laptm4a;Fbxo31;Vldlr;Cyr61;Apod;Sbno2;Itih5;Mgat3;Adam15;Scd1;Gpx1;Etl4;Mvk;Tmc7;Rtn2;Padi2;Camk2n1;Mafk;Cd109;Reep5;Pcp4l1;Fjx1;Hey2;Ephx2;Vdac2;Lgals1;Rab33b;Igfbp4;Fcgr2b;Ednrb;Calr;Tmsb4x;Rasl10b;Socs3;Apip;Tgm2;Erbin;Gfra1;Gng12;Mrpl41;Map7d1;Tmem9;Tmem135;Cidea;Eps15;Serping1;Zc3hav1;Cic;Wfs1;Fxyd6;Atf4;Dner;Polr3h;Irf1;Ifrd1;Spcs2;Maff;Fkbp3;Asrgl1;Eif3f;Cacna2d3;Map1lc3b;Senp8;Nupr1;Zyx;Carhsp1;Slc39a14;G6pc3;Cd34;Nfasc;Ezr;Prkag1;Arpc1b;Ucp2;Hacd3;Lrrc8a;Lgals3bp;Fkbp5;Gadd45b;Mt1;Adamts1;Usp18;Cdc42ep1;Rgl1;Lrrc59;Mboat2;Echdc3;Cdc42se1;Frem2;Cd14;Prkag2;Prdx2;Asxl1;A730017l22rik;Pdxdc1;Cmpk2;Clcf1;Coq7;Kif5a;Olfm1;Amot;Tle1;Plekhm2;Junb;Dctd;Amigo2;Slc22a4;Slc25a34;Cnn3;Iqsec1;Lgals3;Zfp503;Myo18a;Kif5c;Dhrs7b;Gbp2;Fkbp9;Btbd3;Ampd3;Ergic3;Calm3;Slc1a4;Camta1;Efhd1;Unc13a;Commd10;Cops6;Col4a2;Rnf10;Tmed2;Cdc37l1;Pmm1;Midn;Pnpo;Serpina3n;Eef1a2;Rhof;Rnps1;Srr;Sc5d;Fam92b;Arl6ip1;Hip1;Eef2k;Flot1;Rarg;Tmem33;Erp29;Gbp5;Hlf;Gse1;Cstf2t;Rdh5;Bmpr1a;Ptp4a2;Triobp;Pamr1;S1pr1;Cd302;Reep1;Mdk;Farp1;Sirpa;Lsr;Rlbp1;Mtx1;Ypel3;Nln;Ctnna1;Anxa7;Tppp;Bc005537;Arl5c;Marcks;Eif4g1;Bcl7a;Tnfrsf12a;Timp1;Ndufs7;Adcy2;Tapbp;Lamc1;Sbsn;Ifi204;Ifit3;Icam1;Bcl3;2900097c17rik;Ablim2;Gnai2;Ece2;Capn2;Fus;Vim;Mat2a;A4galt;Rnf7;Tspan3;Mbnl2;Mapk3;Bcl2l1;Pygb;Gja1;Hr;Pgm5;Mgll;Marco;Capn5;Gbp3;Cdkn1a;Insig1;Atl2;Hhatl;Irak3;Dusp4;Myo1c;Efr3b;Lman2l;Kcnc3;4930402h24rik;Taldo1;Tinagl1;Ccnh;1700025g04rik;Enoph1;Mbp;Zbtb42;Nit1;Fbxo2;E2f5;Plxnd1;Paqr8;Agpat5;Tgm1;9530068e07rik;Snx5;Lmf1;Cadm3;Tmem205;Calm1;Zbtb16;Hdac7;Scg5;Tpt1;Gpd1;Bag1;Dbi;Nf2;Snapc2;Hspb1;Chid1;Itm2c;Arhgap5;Aspg;Tshz1;Ifitm3;Ergic1;Ifit2;Sat1;Lrp1;Myoc;Gas5;Ggta1;Arid5a;Haghl;Slc44a1;Bgn;Rpl4;Sgpp1;D3ertd751e;Steap3;Etfb;Kctd10;Synm;Fam107a;Cttn;Sertad3;Astn1;Adora1;Sbds;Tmem176b;Eif4g3;Alpl;Slc25a5;Fnbp1l;Rfx3;Slc39a10;Tsc22d4;Slc38a3;Col16a1;Msn;Ddost;Mamstr;Olfml3;Cox5a;Flnc;Adi1;Rpl41;Fam129b;Gjb2;Amotl2;Tst;Stk25;Pltp;Ldha;Cltb;Glipr2;1110008p14rik;Ccnd2;Tbc1d9b;Tmco1;Plin4;Ahcyl1;Sqle;Qk;Ppp1r9b;Wls;Pnpla2;Macf1;Mcl1;Abl1;Arhgef4;Fos;Ralgds;Irf7;Rph3a;Coro1c;Slc14a2;Bst2;Eif2ak2;Eef1a1;Tom1;9-sep;Map3k6;Stat1;Ntm;Jam2;Ppp1r1b;Rnf126;Arl6ip4;Col5a3;Atoh8;Rpsa;Fmc1;Sox2;Susd4;Mobp;Ppard;Mfhas1;Slc6a8;Tmem9b;Dbp;Cxcl12;Adamtsl2;Spp1;Tspan4;Smad1;Sdhc;Smox;Tnk2;Nipsnap2;Ccdc190;Pick1;Sqstm1;Reep3;Tmem59;Stard7;Ramp1;Paqr6;Usp24;Aqp4;Retreg2;Spry2;Sccpdh;Tspyl2;Chpt1;Emp2,0,IPA;JASPAR-TRANSFAC;Chea,0.547425474,+,0.596534653,=,0,=,0
Myc,Rbm3;4-sep;Egln2;Cdo1;Bcs1l;Anapc16;Fth1;Col1a1;Usp54;Igtp;Rcan2;Msx1;S100a6;Gpr179;S100a11;Eif1;Slc13a3;Crispld2;Tspan7;Trim8;Ahnak;Slc30a1;Cherp;Cyc1;Atp6v1a;Oasl2;Myl12a;Hmgn1;Them4;Laptm4a;Emg1;Fbxo31;Vldlr;Cyr61;Apod;Dhrs7;Rida;Cebpd;Psmb10;Smyd1;Sbno2;Icosl;Mgat3;Fbln5;Adam15;Scd1;Tpi1;Il13ra1;Gpx1;Etl4;Mvk;Clec3b;Kpna3;Smg5;Rtn2;Camk2n1;Mafk;Reep5;Endog;Smo;Fjx1;Slc43a3;Hey2;Ndufb10;Anapc4;Vdac2;Lgals1;Igfbp4;Gsta4;Calr;Ndufv2;Tmsb4x;Gstt3;Socs3;Vamp1;Agap3;Tnfaip6;Gng12;Mrpl41;Tmem9;Tmem135;Cidea;Eps15;Stat3;Zc3hav1;Cic;Wfs1;Fxyd6;Tmem35a;Atf4;Dner;Polr3h;Irf1;Rtp4;Ifrd1;Osmr;Spcs2;Tuba4a;Maff;Fkbp3;Asrgl1;Tagln3;Eif3f;Serpina3f;Wnk2;Map1lc3b;Hadh;Nap1l1;Senp8;Akap13;Nupr1;Saa3;Slc39a14;G6pc3;Nfasc;Ezr;Prkag1;Arpc1b;Ucp2;Lgals3bp;Fkbp5;Gadd45b;Mt1;Adamts1;Usp18;Cdc42ep1;Rgl1;Lrrc59;Slc35b2;Brd2;Cdc42se1;Golga4;Lcn2;Cd14;Prkag2;Prdx2;Asxl1;Psat1;Mark3;Mylk;Ndufa13;Irf9;Mog;Hinfp;Galr3;Kcna1;Cmpk2;Ndufa11;Negr1;Hap1;Ip6k1;Clcf1;Gdpd2;Coq7;Kif5a;Olfm1;Tle1;Dctd;Junb;Atp6ap1;Serpina3h;Slc7a10;Foxp4;Slc22a4;Cnn3;Iqsec1;Dhrs7b;Gbp2;Fkbp9;Btbd3;Ampd3;Cxcl10;Calm3;Larp1b;Ppp1r15a;Ntsr2;Capg;Slc1a4;Camta1;Tmem147;Car14;Akr7a5;Efhd1;Commd10;Unc13a;Pfkl;Cops6;Col4a2;Rnf10;Psmb8;Tmed2;Kctd1;Synpo;Cdc37l1;Pmm1;Midn;Znfx1;Pnpo;Peg13;Ptn;Angptl4;Serpina3n;Rhof;Rnps1;Arl6ip1;Hip1;Eef2k;Cyp2d22;Def8;Rarg;Erp29;Tmem33;Ptdss1;Hlf;Gse1;Neat1;Cuedc2;Rdh5;Bmpr1a;C4b;Ptp4a2;Prkcd;H2-k1;S1pr1;Reep1;Mdk;Farp1;Lsr;Rlbp1;Txndc5;Mtx1;Hdac2;Ypel3;Ctdsp2;Fgfr1;Nln;Phgdh;Ctnna1;Anxa7;Tppp;Bc005537;Vhl;Lcat;Arl5c;Marcks;Eif4g1;Bcl7a;Lrig1;Qdpr;Tnfrsf12a;Timp1;Asna1;Apln;Parp3;Vta1;Ndufs7;Nrip3;Lamc1;Sbsn;Btbd1;Clip3;Icam1;Bcl3;Idh2;Ablim2;Gnai2;Ece2;Capn2;Amt;Fus;Nr1h2;Tspan31;Vim;Mat2a;Dhrs1;A4galt;Rnf7;Mapk3;Bcl2l1;Gja1;Mgll;Capn5;Gbp3;Cdkn1a;Insig1;Hhatl;Irak3;Dusp4;Entpd6;Myo1c;Fam120c;Sfxn1;Gnb5;Stim1;Atp5g1;8-mar;Sfxn5;Kcnc3;4930402h24rik;Taldo1;Aplnr;Entpd5;Ccnh;1700025g04rik;Enoph1;Mbp;Nit1;E2f5;Plxnd1;Agpat5;Tgm1;9530068e07rik;Snx5;Mlh3;Calm1;Zbtb16;Hdac7;Scg5;Ctsl;Gpd1;Bag1;Dbi;Tpt1;Aldh1l1;Ptprd;Gabarapl1;Nf2;Snapc2;Hspb1;Sncb;Chid1;Fam241a;Itm2c;Tead3;Dhcr7;Lgi3;Tshz1;Ifitm3;Ergic1;Ifit2;Sat1;Lrp1;Fez1;Myoc;Ggta1;Slc5a3;Arid5a;Haghl;Slc44a1;Fads2;Rpl4;Sgpp1;Ppa2;Steap3;Etfb;Kctd10;Ndst1;Cttn;Ywhae;Astn1;Adora1;Sbds;Eif4g3;Mapk4;Alpl;Slc25a5;Plce1;Rras;Lxn;Nfkbiz;Rfx3;Slc39a10;Tsc22d4;Paqr7;Tmem86a;Msn;Ddost;Col16a1;Lgals9;Tpm3;Rsad2;Cox5a;Flnc;Adi1;Rpl41;Sycp3;Gprc5b;Gjb2;Tst;Stk25;P4ha1;Kank1;Pltp;Ldha;Chchd3;Ddc;Ccnd2;Tmco1;Ahcyl1;Nudt4;Sqle;Qk;Apoh;Ppp1r9b;Agpat1;Wls;Sdc2;Pnpla2;Macf1;Mcl1;Abl1;Arhgef4;Fos;Rhoj;Ralgds;Irf7;Pigs;Erf;Coro1c;Mia2;Chst2;Bst2;Eif2ak2;Eef1a1;Tom1;9-sep;Osgep;Map3k6;Stat1;Cavin1;Jam2;1110051m20rik;Ppp1r1b;Rnf126;Ifit1;Atoh8;Rpsa;Col5a3;Fmc1;Sox2;Susd4;Ppard;Ak4;Mfhas1;Sorbs1;Dbp;Cxcl12;Spp1;Cyp51;Ctxn1;Tspan4;Pllp;Smad1;Nipsnap2;Sema3g;Pick1;Reep3;Tmem59;Stard7;Mustn1;Pmp2;D8ertd738e;Fuz;Slc39a1;Retreg2;Spry2;Gap43;Chpt1;Fyco1;Emp2,0,IPA;JASPAR-TRANSFAC;Chea,0.636856369,+,0.561702128,=,0,=,0
Mycn,Cttn;Ywhae;Astn1;Adora1;Rlbp1;Egln2;Map1lc3b;Mtx1;Hdac2;Ctdsp2;Nln;Phgdh;Senp8;Nupr1;Zyx;Plce1;Rdh12;Fth1;Anxa7;G6pc3;Cldn10;Bc005537;Col1a1;Slc4a8;Prkag1;Arpc1b;Marcks;Eif4g1;Ahnak;Slc30a1;Mamstr;Lrrc8a;Cherp;Fkbp5;Cyc1;Atp6v1a;Cox5a;Mt1;Parp3;Rpl41;Ndufs7;Amotl2;Rgl1;Lamc1;Lrrc59;Btbd1;Stk25;Mboat2;Ldha;Them4;Echdc3;Ppp1r1a;Emg1;Cdc42se1;Cyr61;Prdx2;Rida;Psat1;Ccnd2;Ndufa13;Tmco1;Cnr1;Ece2;Vim;Negr1;Mat2a;Dhrs1;Adam15;Ppp1r9b;Bcl2l1;Sdc2;Mgll;Cdkn1a;Junb;Irak3;Fos;Entpd6;Kpna3;Foxp4;Ralgds;Smg5;Fnta;Atp5g1;Erf;Pcp4l1;Taldo1;Fjx1;Fkbp9;Ampd3;Hey2;Ergic3;Calm3;Ccnh;Tnfrsf1a;Enoph1;Eef1a1;E2f5;Vdac2;Slc1a4;Camta1;Lgals1;Commd10;Rab33b;Osgep;Igfbp4;Jam2;Agpat5;Rnf10;9530068e07rik;Col4a2;Tmed2;Snx5;Rnf126;Atoh8;Calm1;Socs3;Apip;Tgm2;Tpt1;Dbi;Sox2;Nf2;Snapc2;Ppard;Rhof;Gfra1;Dbp;Sc5d;Gng12;Cxcl12;Cyp51;Mrpl41;Fam92b;Tspan4;Tnk2;Arl6ip1;Hip1;Ifitm3;Eef2k;Dbndd2;Sat1;Stat3;Ncan;Reep3;Sqstm1;Rarg;Wfs1;Ptdss1;Tm9sf3;Haghl;Ifrd1;Slc44a1;Usp24;Bmpr1a;Ptp4a2;Spcs2;Sccpdh;Spry2;Fads2;Rpl4;Gap43;Chpt1;Farp1;Fkbp3;Tagln3;Synm,0,IPA;Chea,0.224932249,+,0.506024096,=,0,=,0
Nfe2l2,Sertad3;Cacna2d3;Map1lc3b;Txndc5;Trim9;Spen;Nln;Phgdh;Ctnna1;Zyx;Fth1;Slc39a10;Col1a1;Cd34;Rcan2;Marcks;Slc30a1;Fkbp5;Oasl2;Mt1;Vta1;Akap2;Lamc1;Kremen1;P4ha1;Ifit3;Slc35a2;Gpx3;Rida;Psat1;Gnai2;Ddc;Coq7;Tspan3;Bcl2l1;Pygb;Gja1;Mgll;Amot;Macf1;Gpx1;Cdkn1a;Dctd;Atl2;Dusp4;Tmc7;Fnta;Lgals3;Me1;Sfxn5;Taldo1;Stxbp5l;Fjx1;Entpd5;Btbd3;Ampd3;Cxcl10;Tnfrsf1a;Mbp;Tom1;Slc1a4;Stat1;Ednrb;Gsta4;Zrsr1;Col4a2;Tmed2;Lmf1;Ndufv2;Mlh3;Tmsb4x;Calm1;Socs3;Apip;Ptgr2;Thrsp;Gabarapl1;Mvp;Eef1a2;Ppard;Fam241a;Dhcr7;Cybb;Arhgap5;Sat1;Sqstm1;Zc3hav1;Erp29;Atf4;Oasl1;Irf1;Cstf2t;Rtp4;Ifrd1;Bmpr1a;Osmr;Prkcd;S1pr1;Cd302;Chpt1;Maff;Emp2,0,IPA;Chea,0.138211382,+,0.558823529,=,0,=,0
Nfkb1,Serpina3f;;Rbm3;4-sep;Tspan6;Adora1;Rlbp1;Cacna2d3;Omg;Tmem176b;Txndc5;Mtx1;Eif4g3;Fgfr1;Prrc2b;Fads3;Alpl;Akap13;Nupr1;Saa3;Zyx;Rras;Plce1;Lxn;Slc39a14;Tppp;Cldn10;Klc3;Nfkbiz;Col1a1;Tsc22d4;Lcat;Nfasc;Msx1;Slc38a3;Col16a1;Gpr179;Ezr;Prkag1;Slc13a3;Crispld2;Arl5c;Trim8;Eif4g1;Marcks;Mamstr;Cherp;Lrg1;Fkbp5;Rsad2;Dlg5;Sgce;Gadd45b;Mt1;Tns2;Samd14;Apln;Vta1;Metrn;Gprc5b;Tspyl1;Fam129b;Amotl2;Rgl1;Hmgn1;Tapbp;Adcy2;Kremen1;Nrip3;Sbsn;Btbd1;Stk25;Slc35b2;Pltp;P4ha1;Brd2;Ifit3;Icam1;Ppp1r1a;Cltb;Bcl3;Vldlr;Golga4;Glipr2;Lcn2;Cyr61;Prdx2;Rida;Cebpd;Asxl1;Psmb10;Ddc;Ccnd2;Ndufa13;Sbno2;Ece2;Ahcyl1;Fus;Lpar1;Zfp869;Kcna1;Cmpk2;Itih5;Adam15;Mat2a;Clcf1;Ppp1r9b;Kif5a;Bcl2l1;Gja1;Hr;Il13ra1;Sdc2;Pnpla2;Plekhm2;Mcl1;Capn5;Mxra7;Cdkn1a;Arhgef4;Gria1;Atl2;Enpp2;Junb;Dctd;Atp6ap1;Etl4;Fos;Irak3;Slc7a10;Entpd6;Dusp4;Myo1c;Fam120c;Amigo2;Foxp4;Irf7;Gnb5;Stim1;Erf;Atp5g1;Lman2l;Coro1c;Padi2;Mia2;Camk2n1;Myo18a;Kcnc3;Endog;Myo6;Fjx1;Aplnr;Tinagl1;Slc25a18;2210016f16rik;Cxcl10;Slc14a2;Tnfrsf1a;Ppp1r15a;Nit1;Capg;Slc1a4;Camta1;Tmem147;Car14;Lgals1;Unc13a;Efhd1;Stat1;Fcgr2b;Cavin1;Ednrb;1110051m20rik;Drp2;9530068e07rik;Ppp1r1b;Calr;Ndufv2;Synpo;Tmsb4x;Cadm3;Ifit1;Arl6ip4;Gstt3;Col5a3;Pmm1;Rasl10b;Dnm1;Midn;Hdac7;Socs3;Tpt1;Vamp1;Bag1;Dbi;Ptgr2;Aldh1l1;Gabarapl1;Mobp;Nf2;Eef1a2;Susd4;Ak4;Tmem9b;Sorbs1;Gfra1;Tead3;Dbp;Cxcl12;Adamtsl2;Spp1;H2-d1;Ctxn1;Mrpl41;Fam92b;Tspan4;Cybb;Pllp;Fndc5;Tnk2;Aspg;Cidea;Nipsnap2;Eef2k;Dbndd2;Sult1a1;Ifit2;Flot1;Stat3;Sqstm1;Lrp1;Ncan;Rarg;Stard7;Ptdss1;Mustn1;Dner;Gbp5;Ramp1;Gse1;Irf1;Arid5a;Cuedc2;Rdh5;Usp24;Aqp4;Slc39a1;C4b;Ptp4a2;Spcs2;Prkcd;H2-k1;Fads2;S1pr1;Rpl4;Asrgl1;Fam107a,0,IPA;JASPAR-TRANSFAC;,0.346883469,+,0.6328125,=,0,=,0
Nfya,Rbm3;Astn1;Adora1;Sbds;Hadh;Ypel3;Hdac2;Spen;Eif4g3;Phgdh;Alpl;Sel1l3;Plce1;Carhsp1;Fth1;Anxa7;Fnbp1l;Col1a1;Cd34;Paqr7;Nfasc;Msx1;Arhgap21;Tnr;Col16a1;Ddost;Slc4a8;Lgals9;Slc13a3;Marcks;Ahnak;Hacd3;Slc30a1;Olfml3;Qdpr;Rcn2;Lrg1;Fkbp5;Dlg5;Gadd45b;Tns2;Sycp3;Gprc5b;Hmgn1;Lamc1;Ifit3;Brd2;Icam1;Slc35a2;Ppp1r1a;Them4;Echdc3;Txndc16;Tmx2;Frem2;Cyr61;Rida;Hjurp;Gnai2;Tmco1;Sbno2;Capn2;Mog;Itih5;Kcna1;Ndufa11;Negr1;Fbln5;Vim;Coq7;Fat3;Agpat1;Bcl2l1;Wls;Tle1;Macf1;Plekhm2;Mxra7;Cdkn1a;Junb;Dctd;Irak3;Amigo2;Slc25a34;Stim1;Rph3a;Rtn2;Cnn3;Lman2l;Atp5g1;Padi2;Camk2n1;Tmem140;Myo18a;Kif5c;Pcp4l1;Dhrs7b;Gbp2;Stxbp5l;Myo6;Btbd3;Tinagl1;Ampd3;Ephx2;Ndufb10;Larp1b;Hspb6;Tnfrsf1a;Enoph1;Fbxo2;Slc1a4;Camta1;Map3k6;Col4a2;Calr;Ifit1;Col5a3;Apip;Pnpo;Tpt1;Thrsp;Susd4;Tnfaip6;Gab2;Sorbs1;Dbp;Gng12;Adamtsl2;Cxcl12;Tecr;Cybb;Dhcr7;Fndc5;Map7d1;Aspg;Ehd3;Eps15;Serping1;Reep3;Tmem33;Stard7;Gbp5;Myoc;Irf1;Cstf2t;Rtp4;Pmp2;Ifrd1;Rdh5;Usp24;Aqp4;Bmpr1a;Ptp4a2;Sccpdh;S1pr1;Gap43;Tspyl2;Reep1;Farp1;Asrgl1,0,IPA;JASPAR-TRANSFAC;Chea,0.216802168,+,0.55625,=,0,=,0
