term,genes,logFC_TR,source,weight,Direction-50.0%,Activation State-50.0%,Direction-66.0%,Activation State-66.0%,Direction-75.0%,Activation State-75.0%
Pbx1,Gpm6a;Padi2;Lgals3;Adora1;Cmtm5;Sorbs1;Gpx3;Sbds;Sfxn5;Chst2;Dhcr7;Cybb;Frem2;Sdhc;Lgi3;Akap13;Bcs1l;Slc43a3;Tshz1;Ampd3;Zyx;Ergic3;Serping1;Mylk;Stat3;Col1a1;Ece2;Amt;Usp54;Ntsr2;Mog;Tceal3;Nfasc;Tnr;Stard7;Itih5;Fbln5;Mat2a;S100a11;Lgals9;Ucp2;Rhobtb3;Tspan3;Agpat1;Mpz;Bcl2l1;Tle1;Mgll;Mtmr3;Olfml3;Slc39a1;Capn5;Abl1;Cdkn1a;Flnc;Dctd;Atp6ap1;Fos;Cdc37l1;Rpl41;Mtch1;Reep1;Apip;Gprc5b;Fkbp3;Fabp7;Sirpa;Rhoj;Hmgn1;Cp;Rasgrf2;Kctd10,0,IPA;Chea,0.097560976,+,0.541666667,=,0,=,0
Pdx1,Atp5g1;Stk25;Ppp1r1a;Camk2n1;Gpx3;Gng12;Spp1;Sfxn5;Ptprn;Cdo1;Tst;Fgfr1;Stxbp5l;Phgdh;Cidea;Lxn;Tnfrsf1a;Stat3;Col1a1;Fus;Tmem59;Wfs1;Ptdss1;Atf4;Hap1;Igfbp4;Marcks;Tpi1;Psmb8;Rsad2;Insig1;Junb;Mt1;Parp3;Fos;Gap43;Tspyl2;Apip;Pnpo;Tapbp;Vamp1;Tagln3;Gabarapl1,0,IPA;Chea,0.058265583,+,0.627906977,=,0,=,0
Pitx2,Rbm3;Egln2;Map1lc3b;Spen;Eif4g3;Plod2;Fgfr1;Prrc2b;Fads3;Senp8;Bcs1l;Shisa9;Nupr1;Rdh12;Zyx;Carhsp1;Anapc16;Fnbp1l;G6pc3;Klc3;Cldn10;Vhl;Rcan2;Nfasc;Col16a1;Eif1;Arpc1b;Crispld2;Eif4g1;Fkbp5;Cox5a;Asna1;Ndufs7;Sycp3;Fam129b;Pltp;Kank1;Ldha;Icam1;Slc35a2;Cltb;Fbxo31;Idh2;Frem2;Cd14;Prdx2;Gnai2;Ddc;Smyd1;Ccnd2;Ndufa13;Tbc1d9b;Sbno2;Cnr1;Amt;Mog;Nudt4;Itih5;Pdxdc1;Mgat3;Nr1h2;Vim;Hap1;Ip6k1;Coq7;Fat3;Mbnl2;Tle1;Il13ra1;Mtmr3;Pnpla2;Mxra7;Pros1;Mcl1;Cdkn1a;Atp6ap1;Dusp4;Tmc7;Myo1c;Kpna3;Amigo2;Ralgds;Steap4;Cnn3;Lman2l;Atp5g1;Lgals3;Mia2;Sfxn5;Cd109;Myo18a;Kif5c;Dhrs7b;Ifi27;Slc43a3;Ampd3;Larp1b;Ppp1r15a;Capg;Commd10;Map3k6;Igfbp4;Xaf1;Txndc15;Ednrb;Cavin1;Cops6;Tmed2;Ndufv2;Kctd1;Mlh3;Synpo;Pmm1;Scg5;Dbi;Ptprd;Gabarapl1;Sox2;Nf2;Snapc2;Tnfaip6;Hspb1;Mfhas1;Rnps1;Sdhc;Smox;Arl6ip1;Ehd3;Ifitm3;Serping1;Sult1a1;Sat1;Ncan;Lrtm2;Arid5a;Usp24;Fuz;Ptp4a2;Tuba4a;Rpl4;Fam107a;Ndufc2;Kctd10;Eif3f,0,IPA;JASPAR-TRANSFAC;,0.195121951,+,0.638888889,=,0,=,0
Pou5f1,Sertad3;Tspan6;Astn1;Rlbp1;Map1lc3b;Ptprn;Hadh;Hdac2;Mapk4;Spen;Eif4g3;Ctdsp2;Nap1l1;Nln;Phgdh;Bcs1l;Fgfr1;Plce1;Carhsp1;Rras;Anxa7;Slc39a14;Fnbp1l;G6pc3;Slc39a10;Tsc22d4;Paqr7;Arhgap21;Msx1;Tnr;Slc38a3;Ddost;Slc4a8;Gpr179;Lgals9;Ucp2;Crispld2;Trim8;Ahnak;Eif4g1;Marcks;Slc30a1;Lrig1;Olfml3;Tpm3;Timp1;Cyc1;Cox5a;Sgce;Oasl2;Mt1;Adi1;Rpl41;Usp18;Ndufs7;Gprc5b;Amotl2;Tapbp;Akap2;Gjb2;Adcy2;Kremen1;Tst;Lrrc59;Sbsn;Rgl1;Stk25;Slc35b2;Clip3;Brd2;Them4;Slc35a2;Icam1;Emg1;Cdc42se1;Bcl3;Golga4;Lcn2;Cyr61;Frem2;Apod;Cd14;Dhrs7;Prdx2;Cebpd;Asxl1;Psat1;Gnai2;Ddc;Mark3;Mylk;Nsg2;Tmco1;Ndufa13;Chchd3;Cnr1;Ece2;Fus;Amt;Mog;Icosl;Capn2;Nudt4;Galr3;Snrk;Mgat3;Sqle;Vim;Hap1;Mat2a;Fbln5;Negr1;A4galt;Ppp1r9b;Qk;Kif5a;Mbnl2;Scd1;Fat3;Wls;Gja1;Tle1;Mtmr3;Macf1;Mgll;Mcl1;Capn5;Abl1;Cdkn1a;Gpx1;Mvk;Junb;Enpp2;Fos;Serpina3h;Dusp4;Entpd6;Irak3;Tmc7;Myo1c;Kpna3;Amigo2;Ralgds;Sfxn1;Stim1;Smg5;Cnn3;Padi2;Camk2n1;Sfxn5;Tmem140;Cd109;Myo18a;Kcnc3;Dhrs7b;Gbp2;Taldo1;Fjx1;Ephx2;Cxcl10;Ndufb10;Ccnh;Tnfrsf1a;Bst2;Enoph1;Eef1a1;Mbp;Fbxo2;E2f5;Slc1a4;Camta1;Efhd1;Unc13a;Rab33b;Stat1;Ntm;Tmem47;Cavin1;Pfkl;Gsta4;Jam2;Agpat5;Rnf10;Tgm1;9530068e07rik;Snx5;Calr;Ndufv2;Mlh3;Kctd1;Tmsb4x;Ifit1;Cdc37l1;Mtch1;Atoh8;Calm1;Fmc1;Socs3;Zbtb16;Midn;Tgm2;Vamp1;Bag1;Rasgrf2;Sox2;Ptprd;Nf2;Mobp;Ppard;Hspb1;Sncb;Tnfaip6;Rhof;Srr;Sorbs1;Tead3;Gfra1;Cxcl12;Adamtsl2;Spp1;Pllp;Dhcr7;Smad1;Arhgap5;Tnk2;Tmem135;Cidea;Ehd3;Ifitm3;Eef2k;Ctnna2;Sult1a1;Flot1;Stat3;Sat1;Reep3;Zc3hav1;Fez1;Rarg;Cic;Stard7;Atf4;Mustn1;Dner;Gbp5;Hlf;Myoc;Gse1;Irf1;Cstf2t;Cuedc2;Rtp4;Ifrd1;Slc44a1;Bmpr1a;Fuz;Slc39a1;H2-t23;Prkcd;Spry2;Tuba4a;Gap43;Reep1;Mdk;Farp1;Asrgl1;Sirpa;Tagln3,0,IPA;Chea,0.363143631,+,0.593283582,=,0,=,0
Ppard,Ndst1;Map1lc3b;Etfb;Trim9;Ypel3;Ctdsp2;Plod2;Fgfr1;Senp8;Phgdh;Ctnna1;Carhsp1;Fth1;Lxn;Cldn10;Nfkbiz;Col1a1;Ddost;S100a6;Slc13a3;Ucp2;Trim8;Ahnak;Marcks;Lrrc8a;Olfml3;Tnfrsf12a;Dlg5;Asna1;Gadd45b;Adi1;Cdc42ep1;Fam129b;Amotl2;Akap2;Gpm6a;Clip3;Pltp;Kank1;Icam1;Emg1;Fbxo31;Vldlr;Glipr2;Cyr61;Prkag2;Prdx2;Rida;Cebpd;Psat1;Gnai2;Mylk;Irf9;Capn2;Ahcyl1;Nr1h2;Tspan31;Negr1;Vim;Fbln5;Apoh;Mbnl2;Gja1;Mtmr3;Mxra7;Abl1;Cdkn1a;Clec3b;Insig1;Fos;Slc7a10;Amigo2;Endou;Ralgds;Sfxn1;Gnb5;Efr3b;Tmem140;Cd109;Myo18a;Taldo1;Myo6;Slc43a3;Tinagl1;Slc25a18;Hey2;Slc14a2;Ccnh;Tnfrsf1a;Eif2ak2;Mbp;Zbtb42;Camta1;Plxnd1;Lgals1;Efhd1;Igfbp4;Ntm;Txndc15;Cops6;Col4a2;Rnf10;Agpat5;Snx5;Tmed2;Ndufv2;Synpo;Atoh8;Socs3;Tgm2;Angptl4;Dbi;Ptprd;Sv2b;Ppard;Itm2c;Rhof;Gfra1;Gng12;Cxcl12;Mrpl41;Tspan4;Pllp;Dhcr7;Smox;Map7d1;Tmem135;Eef2k;Ergic1;Ifit2;Fam126a;Sqstm1;Reep3;Fez1;Neat1;Cstf2t;Vgll3;Ifrd1;Slc44a1;Rdh5;Usp24;Slc39a1;Ptp4a2;Spry2;S1pr1;Fads2;Reep1;Ndufc2;Steap3;Farp1;Sirpa;Cp;Eif3f,1.404031484,Chea,0.207317073,+,0.568627451,=,0,=,0
Prdm1,Mobp;Cnn3;Iqsec1;;Tnfaip6;Ak4;4-sep;Slc22a17;Cltb;Mia2;Astn1;Me1;Vldlr;Spen;Fndc5;Stxbp5l;Fjx1;Senp8;Alpl;Aplnr;Tinagl1;Gabarapl1;Lgi3;Psmb10;Hip1;Fth1;Eef2k;Slc39a14;Ergic3;Lxn;Nfkbiz;Zbtb42;Nit1;Fus;Lpar1;9-sep;Pdxdc1;Ddost;Lgals1;Atf4;Gbp5;Mustn1;Stat1;Myoc;Vim;Crispld2;Ednrb;Gsta4;Mgll;Pfkl;Col4a2;Mcl1;Pros1;Psmb8;Rsad2;Ptp4a2;Prkcd;Enpp2;Dctd;Asna1;Hhatl;Fos;S1pr1;Psd2;Dnm1;Sgpp1;Rph3a;Nrip3;Fabp7;Angptl4;Tapbp;Amotl2;Lamc1;Susd4,0,IPA;JASPAR-TRANSFAC;,0.098915989,+,0.561643836,=,0,=,0
Rarg,Cttn;Rhof;Echdc3;Timp3;Thrsp;Nupr1;Rras;Fth1;Ndufb10;Cyp2d22;Sat1;Pick1;Col1a1;Lrp1;Sqstm1;Rarg;Clcf1;Polr3h;Rhobtb3;Agpat1;Ifrd1;Tnfrsf12a;Capn5;Calr;Junb;Tns2;Cp;Parp3;Dusp4;Metrn;Dnm1;Midn;Lamc1;Gabarapl1,1.58965196,Chea,0.046070461,+,0.705882353,+,0.705882353,=,0
Rel,4-sep;Mprip;Sertad3;Rlbp1;Cacna2d3;Cdo1;Hdac2;Fads3;Phgdh;Akap13;Cldn10;Nfkbiz;Rcan2;Arhgap21;Eif1;Exd2;Rsad2;Gadd45b;Cdc42ep1;Lamc1;Pltp;Ifit3;Brd2;Ldha;Icam1;Cdc42se1;Bcl3;Lcn2;Luzp2;Psmb10;Smyd1;Ccnd2;Ndufa13;Ece2;Nudt4;Vim;A4galt;Tspan3;Bcl2l1;Pnpla2;Cdkn1a;Arhgef4;Hhatl;Atp6ap1;Fos;Dusp4;Kpna3;Erf;Endog;Taldo1;Gbp2;C1ql1;Cxcl10;Ccnh;Bst2;Camta1;Plxnd1;Lgals1;Xaf1;Ednrb;Calr;Synpo;Cdc37l1;Arl6ip4;Tmem205;Gpd1;Ptgr2;Aldh1l1;Sncb;Fam241a;Sorbs1;Tead3;Tecr;Arl6ip1;Tshz1;Ergic1;Stat3;Fam126a;Lrtm2;Iigp1;Slc39a1;Ptp4a2;Fads2;Ndufc2;Etfb;Fam107a,0,IPA;JASPAR-TRANSFAC;,0.116531165,+,0.593023256,=,0,=,0
Rela,Iqsec2;Rbm3;4-sep;Ndst1;Cttn;Lsr;Ywhae;Adora1;Cacna2d3;Map1lc3b;Tmem176b;Txndc5;Eif4g3;Mapk4;Fads3;Akap13;Ctnna1;Nupr1;Saa3;Plce1;Rras;Fth1;Anxa7;Slc39a14;Fnbp1l;Nfkbiz;Rfx3;Vhl;Col1a1;Tsc22d4;Paqr7;Cd34;Slc39a10;Usp54;Msx1;S100a6;Gpr179;Ezr;Ucp2;Crispld2;Trim8;Eif4g1;Ahnak;Marcks;Mamstr;Lrrc8a;Lrg1;Fkbp5;Timp1;Sun2;Flnc;Asna1;Gadd45b;Tns2;Samd14;Vta1;Gprc5b;Tspyl1;Fam129b;Gjb2;Tapbp;Amotl2;Adcy2;Nrip3;Hmgn1;Tst;Btbd1;Brd2;Ldha;Icam1;Slc35a2;Ppp1r1a;Bcl3;Glipr2;Lcn2;Cyr61;Apod;Cd14;Cebpd;Psmb10;Ablim2;Gnai2;Mylk;Tmco1;Ndufa13;Ccnd2;Sbno2;Ahcyl1;Snrk;Galr3;Mgat3;Ndufa11;Vim;Clcf1;Mat2a;Dhrs1;Qk;Coq7;A4galt;Rnf7;Mbnl2;Agpat1;Bcl2l1;Hr;Pgm5;Tle1;Macf1;Plekhm2;Mgll;Mcl1;Abl1;Cdkn1a;Mvk;Clec3b;Junb;Etl4;Hhatl;Fos;Ppp1r3g;Tmc7;Myo1c;Foxp4;Rhoj;Irf7;Stim1;Pigs;Rtn2;Atp5g1;Erf;Padi2;Lgals3;Myo18a;Dhrs7b;Taldo1;Tinagl1;Cxcl10;Slc14a2;Larp1b;Ppp1r15a;Enoph1;Eef1a1;Mbp;Nit1;Tom1;9-sep;Vdac2;Camta1;Plxnd1;Lgals1;Stat1;Xaf1;Ednrb;Drp2;Agpat5;9530068e07rik;Psmb8;Snx5;Lmf1;Ndufv2;Tgm1;Mlh3;Synpo;Rnf126;Arl6ip4;Rasl10b;Socs3;Tgm2;Pnpo;Tpt1;Aldh1l1;Thrsp;Nf2;Mvp;Eef1a2;Rhof;Gfra1;Dbp;Cxcl12;Adamtsl2;H2-d1;Spp1;Tspan4;Pllp;Cybb;Fndc5;Map7d1;Tshz1;Cidea;Hip1;Eps15;Ifitm3;Sult1a1;Ergic1;Sat1;Flot1;Stat3;Ncan;Lrp1;Sqstm1;Rarg;Gbp5;Irf1;Cuedc2;Bgn;Bmpr1a;Aqp4;Usp24;Rdh5;Retreg2;Ptp4a2;Prkcd;H2-k1;Triobp;Pamr1;S1pr1;Tspyl2;Mdk;Maff;Steap3;Asrgl1;Sirpa;Fyco1;Tagln3,0,IPA;JASPAR-TRANSFAC;Chea,0.302168022,+,0.64573991,=,0,=,0
Relb,Mobp;Snapc2;Iqsec1;;Chid1;Brd2;Rhof;Lsr;Slc35a2;Cltb;Gpx3;Cxcl12;Bcl3;Etfb;Tmem176b;Tspan4;Mtx1;Dhrs7b;Fndc5;Taldo1;Myo6;Shisa9;Arl6ip1;Ampd3;Nipsnap2;Rras;Carhsp1;Ergic3;Cxcl10;Tnfrsf1a;Enoph1;Mbp;Paqr7;9-sep;Rarg;Camta1;Tspan31;Gbp5;Mat2a;Prkag1;Stat1;Slc13a3;Kif5a;Irf1;Agpat1;Bcl2l1;Olfml3;Drp2;Aqp4;Osmr;Usp24;Lrg1;Retreg2;Ptp4a2;Cdkn1a;Asna1;Triobp;Dctd;Synpo;Atp6ap1;Tns2;Ifit1;Irak3;S1pr1;Tmem176a;Myo1c;Steap3;Asrgl1;Fabp7;Tpt1;Bag1;Ptgr2;Sfxn1;Btbd1;Aldh1l1,0,IPA;JASPAR-TRANSFAC;,0.101626016,+,0.573333333,=,0,=,0
Runx1,Rbm3;4-sep;Egln2;Ptprn;Spen;Bcs1l;Fth1;Col1a1;Usp54;Msx1;Arhgap21;Tnr;S100a6;Eif1;S100a11;Slc13a3;Exd2;Crispld2;Tspan7;Trim8;Mpz;Slc30a1;Sun2;Oasl2;Tns2;Myl12a;Tspyl1;Hmgn1;Them4;Fbxo31;Rida;Cebpd;Sbno2;Lpar1;Mgat3;Itih5;Fbln5;Adam15;Rhobtb3;Mvk;Etl4;Gria1;Clec3b;Tmc7;Kpna3;Smg5;Rtn2;Padi2;Mafk;Me1;Tmem140;Reep5;Pcp4l1;Endog;Slc43a3;Hey2;Ndufb10;Anapc4;Vdac2;Lgals1;Rab33b;Igfbp4;Fcgr2b;Zrsr1;Calr;Ndufv2;Tmsb4x;Socs3;Apip;Tgm2;Vamp1;Sv2b;Tnfaip6;Erbin;Gng12;H2-d1;Mrpl41;Cybb;Map7d1;Tmem9;Tmem135;Eps15;Serping1;Stat3;Ncan;Zc3hav1;Cic;Tmem35a;Fxyd6;Atf4;Dner;Tm9sf3;Irf1;Rtp4;Ifrd1;Spcs2;Tuba4a;Maff;Asrgl1;Tagln3;Serpina3f;Iqsec2;Cacna2d3;Map1lc3b;Hadh;Senp8;Akap13;Nupr1;Zyx;Carhsp1;Slc39a14;G6pc3;Cd34;Nfasc;Ezr;Prkag1;Arpc1b;Ucp2;Lrrc8a;Rcn2;Lgals3bp;Fkbp5;Gadd45b;Mt1;Adamts1;Usp18;Cdc42ep1;Rgl1;Mboat2;Brd2;Echdc3;Cdc42se1;Lcn2;Frem2;Cd14;Prkag2;Prdx2;Asxl1;Hjurp;Mylk;Ndufa13;Irf9;Mog;Galr3;Kcna1;Pdxdc1;Ndufa11;Hap1;Clcf1;Coq7;Kif5a;Olfm1;Tle1;Plekhm2;Junb;Slc7a10;Psd2;Foxp4;Slc22a4;Iqsec1;Lgals3;Myo18a;Zfp503;Kif5c;Dhrs7b;Gbp2;Btbd3;Ergic3;Calm3;Tnfrsf1a;Hspb6;Larp1b;Capg;Slc1a4;Camta1;Commd10;Unc13a;Efhd1;Col4a2;Kctd1;Cdc37l1;Midn;Pnpo;Angptl4;Eef1a2;Rhof;Rnps1;Fam92b;Arl6ip1;Hip1;Eef2k;Sult1a1;Fam126a;Flot1;Erp29;Rarg;Tmem33;Ptdss1;Gbp5;Neat1;Gse1;Cstf2t;Col23a1;Rdh5;Ptp4a2;Prkcd;Triobp;Pamr1;Cd302;Reep1;Ndufc2;Sirpa;Ttll9;Mprip;Lsr;Omg;Mtx1;Ypel3;Hdac2;Fgfr1;Phgdh;Ctnna1;Anxa7;Tppp;Cldn10;Arl5c;Marcks;Lrig1;Tnfrsf12a;Timp1;Asna1;Apln;Vta1;Ndufs7;Adcy2;Akap2;Kremen1;Lamc1;Ifi204;Ifit3;Slc35a2;Icam1;Bcl3;Idh2;Ablim2;Gnai2;Capn2;Fus;Amt;Vim;Mat2a;A4galt;Rnf7;Tspan3;Fat3;Mbnl2;Bcl2l1;Pygb;Gja1;Pgm5;Mxra7;Marco;Gbp3;Cdkn1a;Atl2;Insig1;Hhatl;Dusp4;Myo1c;Hrct1;Sfxn1;Gnb5;Stim1;Efr3b;Atp5g1;Lman2l;8-mar;Sfxn5;Kcnc3;Taldo1;Aplnr;Tinagl1;Entpd5;Ccnh;1700025g04rik;Enoph1;Mbp;Nit1;Fbxo2;Plxnd1;Paqr8;Ank;Txndc15;Agpat5;Tgm1;9530068e07rik;Snx5;Lmf1;Mlh3;Cadm3;Tmem205;Mtch1;Calm1;Dnm1;Zbtb16;Hdac7;Scg5;Tpt1;Gpd1;Ctsl;Bag1;Dbi;Aldh1l1;Ptprd;Gabarapl1;Nf2;Snapc2;Thrsp;Hspb1;Sncb;Itm2c;Chid1;Shisa5;Tead3;Tecr;Fndc5;Tshz1;Ehd3;Ifitm3;Dbndd2;Ergic1;Lrp1;Fez1;Oasl1;Myoc;Ggta1;Gas5;Gt(rosa)26sor;Arid5a;Haghl;Slc44a1;Fads2;Rpl4;Sgpp1;Ppa2;Steap3;Etfb;Kctd10;Fam107a;Ndst1;Cttn;Sertad3;Astn1;Adora1;Cmtm5;Trim9;Mapk4;Fads3;Slc25a5;Plce1;Fnbp1l;Nfkbiz;Rfx3;Slc39a10;Paqr7;Slc38a3;Msn;Col16a1;Lgals9;Olfml3;Tpm3;Cox5a;Adi1;Rpl41;Sycp3;Fam129b;Amotl2;Gjb2;Stk25;Cltb;Glipr2;Tmx2;Chchd3;Ddc;Tbc1d9b;Tmco1;Ccnd2;Zfp869;Nudt4;Sqle;Ppp1r9b;Agpat1;Pnpla2;Macf1;Abl1;Arhgef4;Fos;Rhoj;Ralgds;Irf7;Rph3a;Fnta;Erf;Coro1c;Mia2;Stxbp5l;Myo6;Bst2;Eif2ak2;Eef1a1;Tom1;9-sep;Map3k6;Stat1;Cavin1;Ppp1r1b;Rnf126;Ifit1;Arl6ip4;Atoh8;Fabp7;Gdf10;Susd4;Mobp;Ppard;Gab2;Mfhas1;Tmem9b;Sorbs1;Dbp;Cxcl12;Adamtsl2;Spp1;Ctxn1;Tspan4;Pllp;Smox;Sdhc;Tnk2;Ccdc190;Sema3g;Sqstm1;Reep3;Lrtm2;Tmem59;Stard7;Mustn1;Ramp1;Usp24;Aqp4;Fuz;Retreg2;Sccpdh;Man2a2;Gap43;Tspyl2;Fyco1,0,IPA;JASPAR-TRANSFAC;Chea,0.619241192,+,0.584245077,=,0,=,0
Runx2,Serpina3f;Iqsec2;Rbm3;Ndst1;Mprip;Cttn;Lsr;Sertad3;Astn1;Rlbp1;Kctd10;Cacna2d3;Map1lc3b;Tmem176b;Txndc5;Cdo1;Spen;Eif4g3;Plod2;Fgfr1;Mapk4;Nap1l1;Fads3;Phgdh;Alpl;Akap13;Ctnna1;Nupr1;Zyx;Plce1;Rras;Sel1l3;Fth1;Slc39a14;G6pc3;Cldn10;Fnbp1l;Tppp;Rfx3;Serpina3m;Col1a1;Tsc22d4;Cd34;Paqr7;Tmem86a;Nfasc;Slc39a10;Rcan2;Arhgap21;Msx1;Msn;S100a6;Prkag1;S100a11;Lgals9;Slc13a3;Exd2;Ucp2;Eif1;Arl5c;Trim8;Bcl7a;Ahnak;Mamstr;Marcks;Lrig1;Lrrc8a;Olfml3;Tpm3;Tnfrsf12a;Qdpr;Timp1;Lgals3bp;Fkbp5;Rcn2;Dlg5;Sgce;Gadd45b;Tns2;Adi1;Adamts1;Ndufs7;Gprc5b;Tspyl1;Cdc42ep1;Fam129b;Amotl2;Tapbp;Akap2;Kremen1;Lamc1;Btbd1;Gpm6a;Ifi204;Pltp;Slc35b2;Ifit3;Brd2;Ldha;Them4;Echdc3;Emg1;Laptm4a;Fbxo31;Glipr2;Luzp2;Cyr61;Apod;Cd14;Dhrs7;Prkag2;Cebpd;Asxl1;Psmb10;Ablim2;Mark3;Gnai2;Ddc;Nsg2;Mylk;Smyd1;Hjurp;Sbno2;Ahcyl1;Mog;Capn2;Zfp869;Lpar1;Nudt4;Kcna1;Cmpk2;Pdxdc1;Vim;Clcf1;Gdpd2;Mat2a;Negr1;Qk;Ppp1r9b;Rhobtb3;Apoh;Coq7;Fat3;Olfm1;Pygb;A4galt;Mgll;Wls;Tle1;Macf1;Mcl1;Mxra7;Abl1;Cdkn1a;Etl4;Capn5;Marco;Clec3b;Hhatl;Atp6ap1;Junb;Dctd;Insig1;Irak3;Fos;Tmc7;Amigo2;Endou;Slc22a4;Ralgds;Irf7;Pigs;Rph3a;Erf;Rtn2;Cnn3;Atp5g1;Iqsec1;Coro1c;Padi2;Lgals3;Mia2;Camk2n1;Mafk;Sfxn5;Myo18a;Reep5;Chst2;Kif5c;Endog;Stxbp5l;Fjx1;Btbd3;Slc25a18;Ampd3;Ephx2;Slc14a2;Hspb6;Anapc4;Eef1a1;Zbtb42;Nit1;Mbp;Fbxo2;Tom1;E2f5;Capg;Paqr8;Lgals1;Igfbp4;Stat1;Tmem47;Fcgr2b;Cavin1;Gsta4;Agpat5;Psmb8;Ppp1r1b;Synpo;Tmsb4x;Tmem205;Rasl10b;Atoh8;Calm1;Dnm1;Socs3;Hdac7;Zbtb16;Tgm2;Scg5;Ptn;Angptl4;Gdf10;Ptgr2;Ptprd;Mobp;Nf2;Agap3;Hspb1;Ppard;Chid1;Itm2c;Mfhas1;Rnps1;Gab2;Srr;Sorbs1;Gfra1;Dbp;Gng12;Cxcl12;Spp1;Adamtsl2;Tspan4;Fam92b;Dhcr7;Smad1;Timp3;Nkain4;Nipsnap2;Eps15;Hip1;Ifitm3;Ctnna2;Sult1a1;Cyp2d22;Ergic1;Ifit2;Pick1;Stat3;Def8;Sqstm1;Lrp1;Rarg;Erp29;Cic;Tmem59;Oasl1;Mustn1;Ramp1;Gbp5;Dner;Ggta1;Polr3h;Neat1;Gse1;Irf1;Vgll3;Haghl;Pmp2;Bgn;Usp24;Osmr;Slc39a1;C4b;Ptp4a2;Prkcd;Triobp;Spry2;Man2a2;Fads2;Cd302;Sgpp1;Mdk;Synm;Tspan33,0,IPA;JASPAR-TRANSFAC;Chea,0.414634146,+,0.614379085,=,0,=,0
